"","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12"
"b=0.585",156.470973396033,229.664711029244,213.194980930804,290.759786076292,326.574698339911,397.403361039356,465.483145153086,596.371689847132,660.566574032809,745.860164150037,643.142735535258,832.948269197136
"b=0.59",152.42276328677,223.11353447377,195.646801722634,261.086512084793,306.602637214542,442.623857723452,474.32147431621,508.169416571955,609.107425306002,584.443306489978,684.42813128882,707.861986193072
"b=0.595",174.234767953745,172.766843954834,216.507936822958,290.94046927198,281.857665826913,396.017073555222,428.206266799434,532.428132904081,553.726313054032,624.714010950518,652.471714094576,844.000735311581
"b=0.6",210.67470825945,172.574520235961,228.718864791059,307.822346198375,330.628709640053,402.126356304909,543.781715383459,528.112811555543,572.088135058645,658.809862654679,810.381514139538,766.715279468521
"b=0.605",210.369730207346,207.076340776049,235.041754099709,305.092510083344,326.789991071104,376.969799441521,531.094668349854,575.847800926756,557.952839616278,605.232831439094,776.917793209814,738.149671017475
"b=0.61",187.506510707317,203.567894225328,220.66462446758,339.951548588739,342.056638191336,450.070673175713,543.539148816016,571.09707590143,596.378064238137,722.569208605026,628.66393505274,667.694552718849
"b=0.615",181.176433850513,210.572651898303,202.544645700094,277.525033093377,341.674962036796,396.35218527926,536.082668884127,529.195267709852,578.825143797823,665.571751893442,631.21432586849,816.951363964372
"b=0.62",176.203671179305,239.693540437812,197.503403487165,276.667716744841,339.14188846758,391.756168623871,499.386624017048,591.506717346157,625.964595281025,749.668501994762,788.162664882485,671.206184324109
"b=0.625",192.061896126578,243.19570645276,241.680791989067,266.104777350602,412.165407862445,362.51641214051,415.58266968694,506.67484279233,679.41831975556,670.017229328871,736.640106459328,842.351434631622
"b=0.63",171.210579095824,227.782236820323,246.250187769844,258.39339542159,334.379305110208,410.876569234258,568.510951376505,563.316147139054,656.665710201279,696.925740957192,762.435725297704,872.222769808008
"b=0.635",194.708262878382,194.678086820874,226.536327167318,365.027653747698,336.105318595982,420.583017197869,587.191938920664,505.359372628426,555.643795630592,569.95333213338,709.503193721875,753.408013259086
"b=0.64",197.344037841349,212.796409144584,256.58427878213,366.936081083524,319.132759302827,489.419585781331,575.353292161443,578.724192002695,599.805984494719,729.901437367365,710.963666967386,777.84949527427
